unnamed_column,duplicated_0,duplicated_1,duplicated_2,duplicated_3,duplicated_4,duplicated_5,duplicated_6,duplicated_7,duplicated_8,duplicated_9,duplicated_10,duplicated_11,duplicated_12,duplicated_13,duplicated_14,duplicated_15,duplicated_16,duplicated_17,duplicated_18,duplicated_19,duplicated_20,duplicated_21,duplicated_22,duplicated_23,duplicated_24,duplicated_25,duplicated_26
,AM,130356,Rio Preto da Eva,204,231.0,27,"13,2%",308,281.0,-27,"-8,8%",32,27.0,-5,"-15,6%",301,372.0,71,"23,6%",514,472.0,-42,"-8,2%",1.359,1.383,24,"1,8%"
,AM,130360,Santa Isabel do Rio Negro,0,0.0,0,#DIV/0!,1,1.0,0,"0,0%",0,0.0,0,#DIV/0!,19,26.0,7,"36,8%",4,5.0,1,"25,0%",24,32.0,8,"33,3%"
,AM,130370,Santo Antônio do Içá,0,0.0,0,#DIV/0!,10,10.0,0,"0,0%",2,2.0,0,"0,0%",223,252.0,29,"13,0%",46,42.0,-4,"-8,7%",281,306.0,25,"8,9%"
,AM,130380,São Gabriel da Cachoeira,0,0.0,0,#DIV/0!,30,29.0,-1,"-3,3%",9,6.0,-3,"-33,3%",265,308.0,43,"16,2%",213,210.0,-3,"-1,4%",517,553.0,36,"7,0%"
,AM,130390,São Paulo de Olivença,0,0.0,0,#DIV/0!,20,23.0,3,"15,0%",13,6.0,-7,"-53,8%",72,102.0,30,"41,7%",28,29.0,1,"3,6%",133,160.0,27,"20,3%"
,AM,130395,São Sebastião do Uatumã,0,0.0,0,#DIV/0!,3,3.0,0,"0,0%",13,9.0,-4,"-30,8%",61,72.0,11,"18,0%",7,11.0,4,"57,1%",84,95.0,11,"13,1%"
,AM,130400,Silves,0,0.0,0,#DIV/0!,155,205.0,50,"32,3%",424,203.0,-221,"-52,1%",41,35.0,-6,"-14,6%",16,119.0,103,"643,8%",636,562.0,-74,"-11,6%"
,AM,130406,Tabatinga,0,0.0,0,#DIV/0!,188,187.0,-1,"-0,5%",47,86.0,39,"83,0%",996,995.0,-1,"-0,1%",455,470.0,15,"3,3%",1.686,1.738,52,"3,1%"
,AM,130410,Tapauá,0,0.0,0,#DIV/0!,5,5.0,0,"0,0%",6,4.0,-2,"-33,3%",14,13.0,-1,"-7,1%",8,28.0,20,"250,0%",33,50.0,17,"51,5%"
,AM,130420,Tefé,9,9.0,0,"0,0%",84,84.0,0,"0,0%",68,34.0,-34,"-50,0%",1.126,1.272,146,"13,0%",819,891.0,72,"8,8%",2.106,2.29,184,"8,7%"
,AM,130423,Tonantins,0,0.0,0,#DIV/0!,1,1.0,0,"0,0%",0,0.0,0,#DIV/0!,20,31.0,11,"55,0%",7,7.0,0,"0,0%",28,39.0,11,"39,3%"
,AM,130426,Uarini,0,0.0,0,#DIV/0!,2,2.0,0,"0,0%",1,1.0,0,"0,0%",45,43.0,-2,"-4,4%",15,17.0,2,"13,3%",63,63.0,0,"0,0%"
,AM,130430,Urucará,6,6.0,0,"0,0%",3,3.0,0,"0,0%",8,0.0,-8,"-100,0%",43,51.0,8,"18,6%",18,17.0,-1,"-5,6%",78,77.0,-1,"-1,3%"
,AM,130440,Urucurituba,0,0.0,0,#DIV/0!,1,1.0,0,"0,0%",0,0.0,0,#DIV/0!,72,61.0,-11,"-15,3%",18,33.0,15,"83,3%",91,95.0,4,"4,4%"
,RR,140002,Amajari,186,254.0,68,"36,6%",8,9.0,1,"12,5%",4,4.0,0,"0,0%",24,37.0,13,"54,2%",91,97.0,6,"6,6%",313,401.0,88,"28,1%"
,RR,140005,Alto Alegre,247,273.0,26,"10,5%",4,4.0,0,"0,0%",24,29.0,5,"20,8%",87,95.0,8,"9,2%",37,41.0,4,"10,8%",399,442.0,43,"10,8%"
,RR,140010,Boa Vista,836,817.0,-19,"-2,3%",5.173,5.655,482,"9,3%",6.035,6.647,612,"10,1%",23.582,25.14,1.558,"6,6%",30.322,31.872,1.550,"5,1%",65.948,70.131,4.183,"6,3%"
,RR,140015,Bonfim,489,532.0,43,"8,8%",5,2.0,-3,"-60,0%",23,44.0,21,"91,3%",82,112.0,30,"36,6%",50,42.0,-8,"-16,0%",649,732.0,83,"12,8%"
,RR,140017,Cantá,145,110.0,-35,"-24,1%",161,228.0,67,"41,6%",15,42.0,27,"180,0%",97,100.0,3,"3,1%",431,368.0,-63,"-14,6%",849,848.0,-1,"-0,1%"
,RR,140020,Caracaraí,134,155.0,21,"15,7%",25,37.0,12,"48,0%",12,7.0,-5,"-41,7%",207,281.0,74,"35,7%",106,122.0,16,"15,1%",484,602.0,118,"24,4%"
,RR,140023,Caroebe,16,14.0,-2,"-12,5%",5,3.0,-2,"-40,0%",6,32.0,26,"433,3%",116,116.0,0,"0,0%",18,24.0,6,"33,3%",161,189.0,28,"17,4%"
,RR,140028,Iracema,80,134.0,54,"67,5%",1,2.0,1,"100,0%",3,12.0,9,"300,0%",30,24.0,-6,"-20,0%",28,27.0,-1,"-3,6%",142,199.0,57,"40,1%"
,RR,140030,Mucajaí,207,250.0,43,"20,8%",87,87.0,0,"0,0%",10,25.0,15,"150,0%",260,263.0,3,"1,2%",56,70.0,14,"25,0%",620,695.0,75,"12,1%"
,RR,140040,Normandia,39,46.0,7,"17,9%",0,1.0,1,#DIV/0!,6,17.0,11,"183,3%",13,16.0,3,"23,1%",1,1.0,0,"0,0%",59,81.0,22,"37,3%"
,RR,140045,Pacaraima,23,20.0,-3,"-13,0%",12,9.0,-3,"-25,0%",23,26.0,3,"13,0%",235,290.0,55,"23,4%",63,74.0,11,"17,5%",356,419.0,63,"17,7%"
,RR,140047,Rorainópolis,258,258.0,0,"0,0%",232,274.0,42,"18,1%",35,184.0,149,"425,7%",647,705.0,58,"9,0%",375,402.0,27,"7,2%",1.547,1.823,276,"17,8%"
,RR,140050,São João da Baliza,870,665.0,-205,"-23,6%",31,22.0,-9,"-29,0%",6,13.0,7,"116,7%",103,89.0,-14,"-13,6%",61,59.0,-2,"-3,3%",1.071,848.0,-223,"-20,8%"
,RR,140060,São Luiz,15,19.0,4,"26,7%",31,48.0,17,"54,8%",6,4.0,-2,"-33,3%",76,86.0,10,"13,2%",66,87.0,21,"31,8%",194,244.0,50,"25,8%"
,RR,140070,Uiramutã,0,0.0,0,#DIV/0!,5,5.0,0,"0,0%",0,2.0,2,#DIV/0!,22,28.0,6,"27,3%",3,3.0,0,"0,0%",30,38.0,8,"26,7%"
,PA,150010,Abaetetuba,391,260.0,-131,"-33,5%",467,457.0,-10,"-2,1%",236,369.0,133,"56,4%",4.334,4.544,210,"4,8%",2.421,2.779,358,"14,8%",7.849,8.409,560,"7,1%"
,PA,150013,Abel Figueiredo,106,108.0,2,"1,9%",110,133.0,23,"20,9%",19,17.0,-2,"-10,5%",126,164.0,38,"30,2%",42,45.0,3,"7,1%",403,467.0,64,"15,9%"
,PA,150020,Acará,1.392,1.186,-206,"-14,8%",474,472.0,-2,"-0,4%",39,67.0,28,"71,8%",337,347.0,10,"3,0%",353,547.0,194,"55,0%",2.595,2.619,24,"0,9%"
,PA,150030,Afuá,0,0.0,0,#DIV/0!,229,288.0,59,"25,8%",13,40.0,27,"207,7%",67,65.0,-2,"-3,0%",32,37.0,5,"15,6%",341,430.0,89,"26,1%"
,PA,150034,Água Azul do Norte,906,836.0,-70,"-7,7%",1.832,1.867,35,"1,9%",13,12.0,-1,"-7,7%",171,185.0,14,"8,2%",170,169.0,-1,"-0,6%",3.092,3.069,-23,"-0,7%"
,PA,150040,Alenquer,25,28.0,3,"12,0%",82,86.0,4,"4,9%",141,156.0,15,"10,6%",458,488.0,30,"6,6%",293,284.0,-9,"-3,1%",999,1.042,43,"4,3%"
,PA,150050,Almeirim,276,254.0,-22,"-8,0%",905,868.0,-37,"-4,1%",74,68.0,-6,"-8,1%",313,243.0,-70,"-22,4%",273,345.0,72,"26,4%",1.841,1.778,-63,"-3,4%"
,PA,150060,Altamira,745,761.0,16,"2,1%",1.329,1.368,39,"2,9%",639,734.0,95,"14,9%",5.567,5.865,298,"5,4%",5.853,6.588,735,"12,6%",14.133,15.316,1.183,"8,4%"
,PA,150070,Anajás,0,0.0,0,#DIV/0!,34,37.0,3,"8,8%",3,2.0,-1,"-33,3%",114,108.0,-6,"-5,3%",22,39.0,17,"77,3%",173,186.0,13,"7,5%"
,PA,150080,Ananindeua,182,226.0,44,"24,2%",9.373,11.256,1.883,"20,1%",6.613,5.805,-808,"-12,2%",22.540,22.892,352,"1,6%",30.725,31.252,527,"1,7%",69.433,71.431,1.998,"2,9%"
,PA,150085,Anapu,119,109.0,-10,"-8,4%",77,67.0,-10,"-13,0%",202,280.0,78,"38,6%",651,708.0,57,"8,8%",191,235.0,44,"23,0%",1.240,1.399,159,"12,8%"
,PA,150090,Augusto Corrêa,6,5.0,-1,"-16,7%",26,19.0,-7,"-26,9%",29,14.0,-15,"-51,7%",131,157.0,26,"19,8%",93,121.0,28,"30,1%",285,316.0,31,"10,9%"
,PA,150095,Aurora do Pará,241,241.0,0,"0,0%",27,16.0,-11,"-40,7%",2,3.0,1,"50,0%",94,120.0,26,"27,7%",44,47.0,3,"6,8%",408,427.0,19,"4,7%"
,PA,150100,Aveiro,18,17.0,-1,"-5,6%",96,54.0,-42,"-43,8%",1,1.0,0,"0,0%",14,5.0,-9,"-64,3%",4,12.0,8,"200,0%",133,89.0,-44,"-33,1%"
,PA,150110,Bagre,2,2.0,0,"0,0%",0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,63,53.0,-10,"-15,9%",42,28.0,-14,"-33,3%",107,83.0,-24,"-22,4%"
,PA,150120,Baião,79,66.0,-13,"-16,5%",0,1.0,1,#DIV/0!,11,7.0,-4,"-36,4%",153,160.0,7,"4,6%",37,48.0,11,"29,7%",280,282.0,2,"0,7%"
,PA,150125,Bannach,434,427.0,-7,"-1,6%",2,2.0,0,"0,0%",5,3.0,-2,"-40,0%",41,45.0,4,"9,8%",24,13.0,-11,"-45,8%",506,490.0,-16,"-3,2%"
,PA,150130,Barcarena,28,29.0,1,"3,6%",7.725,9.039,1.314,"17,0%",9.869,10.592,723,"7,3%",3.589,3.822,233,"6,5%",8.748,9.056,308,"3,5%",29.959,32.538,2.579,"8,6%"
,PA,150140,Belém,1.165,1.255,90,"7,7%",16.984,16.459,-525,"-3,1%",21.746,26.685,4.939,"22,7%",70.958,74.212,3.254,"4,6%",172.238,181.202,8.964,"5,2%",283.091,299.813,16.722,"5,9%"
,PA,150145,Belterra,566,612.0,46,"8,1%",36,37.0,1,"2,8%",0,1.0,1,#DIV/0!,138,160.0,22,"15,9%",84,101.0,17,"20,2%",824,911.0,87,"10,6%"
,PA,150150,Benevides,522,514.0,-8,"-1,5%",3.873,4.02,147,"3,8%",927,1.433,506,"54,6%",4.206,4.612,406,"9,7%",2.656,2.981,325,"12,2%",12.184,13.56,1.376,"11,3%"
,PA,150157,Bom Jesus do Tocantins,423,397.0,-26,"-6,1%",90,96.0,6,"6,7%",23,21.0,-2,"-8,7%",147,162.0,15,"10,2%",162,190.0,28,"17,3%",845,866.0,21,"2,5%"
,PA,150160,Bonito,1.464,850.0,-614,"-41,9%",120,121.0,1,"0,8%",0,0.0,0,#DIV/0!,29,32.0,3,"10,3%",141,166.0,25,"17,7%",1.754,1.169,-585,"-33,4%"
,PA,150170,Bragança,344,309.0,-35,"-10,2%",1.006,1.06,54,"5,4%",472,512.0,40,"8,5%",2.735,2.742,7,"0,3%",2.158,2.292,134,"6,2%",6.715,6.915,200,"3,0%"
,PA,150172,Brasil Novo,53,53.0,0,"0,0%",215,188.0,-27,"-12,6%",28,28.0,0,"0,0%",363,335.0,-28,"-7,7%",143,149.0,6,"4,2%",802,753.0,-49,"-6,1%"
,PA,150175,Brejo Grande do Araguaia,247,251.0,4,"1,6%",0,1.0,1,#DIV/0!,4,5.0,1,"25,0%",58,54.0,-4,"-6,9%",12,10.0,-2,"-16,7%",321,321.0,0,"0,0%"
,PA,150178,Breu Branco,321,304.0,-17,"-5,3%",385,431.0,46,"11,9%",257,233.0,-24,"-9,3%",800,849.0,49,"6,1%",319,388.0,69,"21,6%",2.082,2.205,123,"5,9%"
,PA,150180,Breves,1,0.0,-1,"-100,0%",268,207.0,-61,"-22,8%",39,38.0,-1,"-2,6%",1.286,1.325,39,"3,0%",1.154,1.223,69,"6,0%",2.748,2.793,45,"1,6%"
,PA,150190,Bujaru,80,75.0,-5,"-6,3%",82,84.0,2,"2,4%",19,18.0,-1,"-5,3%",124,129.0,5,"4,0%",43,44.0,1,"2,3%",348,350.0,2,"0,6%"
,PA,150195,Cachoeira do Piriá,13,21.0,8,"61,5%",12,13.0,1,"8,3%",13,10.0,-3,"-23,1%",52,56.0,4,"7,7%",21,19.0,-2,"-9,5%",111,119.0,8,"7,2%"
,PA,150200,Cachoeira do Arari,63,62.0,-1,"-1,6%",89,92.0,3,"3,4%",12,0.0,-12,"-100,0%",87,89.0,2,"2,3%",18,28.0,10,"55,6%",269,271.0,2,"0,7%"
,PA,150210,Cametá,4,2.0,-2,"-50,0%",69,71.0,2,"2,9%",229,46.0,-183,"-79,9%",1.005,1.047,42,"4,2%",827,843.0,16,"1,9%",2.134,2.009,-125,"-5,9%"
,PA,150215,Canaã dos Carajás,352,372.0,20,"5,7%",5.843,6.016,173,"3,0%",10.426,10.917,491,"4,7%",2.580,2.8,220,"8,5%",8.655,10.217,1.562,"18,0%",27.856,30.322,2.466,"8,9%"
,PA,150220,Capanema,118,116.0,-2,"-1,7%",709,724.0,15,"2,1%",377,492.0,115,"30,5%",4.457,4.584,127,"2,8%",2.503,2.884,381,"15,2%",8.164,8.8,636,"7,8%"
,PA,150230,Capitão Poço,981,1.027,46,"4,7%",219,260.0,41,"18,7%",68,172.0,104,"152,9%",1.005,1.134,129,"12,8%",523,519.0,-4,"-0,8%",2.796,3.112,316,"11,3%"
,PA,150240,Castanhal,994,1.106,112,"11,3%",8.612,9.275,663,"7,7%",1.706,1.746,40,"2,3%",11.708,13.047,1.339,"11,4%",11.224,12.216,992,"8,8%",34.244,37.39,3.146,"9,2%"
,PA,150250,Chaves,278,281.0,3,"1,1%",13,12.0,-1,"-7,7%",5,1.0,-4,"-80,0%",29,39.0,10,"34,5%",5,11.0,6,"120,0%",330,344.0,14,"4,2%"
,PA,150260,Colares,10,14.0,4,"40,0%",2,1.0,-1,"-50,0%",1,2.0,1,"100,0%",58,65.0,7,"12,1%",28,23.0,-5,"-17,9%",99,105.0,6,"6,1%"
,PA,150270,Conceição do Araguaia,478,548.0,70,"14,6%",283,283.0,0,"0,0%",827,65.0,-762,"-92,1%",1.355,1.347,-8,"-0,6%",1.105,1.091,-14,"-1,3%",4.048,3.334,-714,"-17,6%"
,PA,150275,Concórdia do Pará,1.927,1.553,-374,"-19,4%",182,221.0,39,"21,4%",64,76.0,12,"18,8%",384,471.0,87,"22,7%",188,174.0,-14,"-7,4%",2.745,2.495,-250,"-9,1%"
,PA,150276,Cumaru do Norte,1.479,1.606,127,"8,6%",4,1.0,-3,"-75,0%",11,26.0,15,"136,4%",49,61.0,12,"24,5%",39,44.0,5,"12,8%",1.582,1.738,156,"9,9%"
,PA,150277,Curionópolis,601,592.0,-9,"-1,5%",1.299,1.281,-18,"-1,4%",79,42.0,-37,"-46,8%",253,276.0,23,"9,1%",272,300.0,28,"10,3%",2.504,2.491,-13,"-0,5%"
,PA,150280,Curralinho,0,0.0,0,#DIV/0!,3,4.0,1,"33,3%",0,0.0,0,#DIV/0!,32,40.0,8,"25,0%",14,15.0,1,"7,1%",49,59.0,10,"20,4%"
,PA,150285,Curuá,0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,36,33.0,-3,"-8,3%",18,21.0,3,"16,7%",54,54.0,0,"0,0%"
,PA,150290,Curuçá,105,84.0,-21,"-20,0%",169,160.0,-9,"-5,3%",4,57.0,53,"1325,0%",295,341.0,46,"15,6%",94,96.0,2,"2,1%",667,738.0,71,"10,6%"
,PA,150293,Dom Eliseu,1.259,1.251,-8,"-0,6%",483,470.0,-13,"-2,7%",68,113.0,45,"66,2%",1.471,1.568,97,"6,6%",881,876.0,-5,"-0,6%",4.162,4.278,116,"2,8%"
,PA,150295,Eldorado do Carajás,159,158.0,-1,"-0,6%",203,208.0,5,"2,5%",21,11.0,-10,"-47,6%",671,656.0,-15,"-2,2%",222,211.0,-11,"-5,0%",1.276,1.244,-32,"-2,5%"
,PA,150300,Faro,6,6.0,0,"0,0%",3,2.0,-1,"-33,3%",0,0.0,0,#DIV/0!,22,24.0,2,"9,1%",57,59.0,2,"3,5%",88,91.0,3,"3,4%"
,PA,150304,Floresta do Araguaia,282,289.0,7,"2,5%",66,85.0,19,"28,8%",16,4.0,-12,"-75,0%",303,309.0,6,"2,0%",150,134.0,-16,"-10,7%",817,821.0,4,"0,5%"
,PA,150307,Garrafão do Norte,659,647.0,-12,"-1,8%",189,210.0,21,"11,1%",29,7.0,-22,"-75,9%",115,117.0,2,"1,7%",33,57.0,24,"72,7%",1.025,1.038,13,"1,3%"
,PA,150309,Goianésia do Pará,400,394.0,-6,"-1,5%",334,236.0,-98,"-29,3%",50,42.0,-8,"-16,0%",601,592.0,-9,"-1,5%",292,330.0,38,"13,0%",1.677,1.594,-83,"-4,9%"
,PA,150310,Gurupá,0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,85,90.0,5,"5,9%",28,24.0,-4,"-14,3%",113,114.0,1,"0,9%"
,PA,150320,Igarapé-Açu,748,732.0,-16,"-2,1%",219,207.0,-12,"-5,5%",13,16.0,3,"23,1%",644,740.0,96,"14,9%",280,282.0,2,"0,7%",1.904,1.977,73,"3,8%"
,PA,150330,Igarapé-Miri,78,59.0,-19,"-24,4%",263,268.0,5,"1,9%",36,149.0,113,"313,9%",531,517.0,-14,"-2,6%",250,235.0,-15,"-6,0%",1.158,1.228,70,"6,0%"
,PA,150340,Inhangapi,143,138.0,-5,"-3,5%",303,340.0,37,"12,2%",0,40.0,40,#DIV/0!,17,15.0,-2,"-11,8%",47,44.0,-3,"-6,4%",510,577.0,67,"13,1%"
,PA,150345,Ipixuna do Pará,594,642.0,48,"8,1%",399,402.0,3,"0,8%",59,63.0,4,"6,8%",299,331.0,32,"10,7%",235,262.0,27,"11,5%",1.586,1.7,114,"7,2%"
,PA,150350,Irituia,185,160.0,-25,"-13,5%",173,233.0,60,"34,7%",13,12.0,-1,"-7,7%",125,140.0,15,"12,0%",82,58.0,-24,"-29,3%",578,603.0,25,"4,3%"
,PA,150360,Itaituba,197,160.0,-37,"-18,8%",3.456,2.846,-610,"-17,7%",1.078,1.339,261,"24,2%",4.754,5.061,307,"6,5%",5.610,5.793,183,"3,3%",15.095,15.199,104,"0,7%"
,PA,150370,Itupiranga,483,452.0,-31,"-6,4%",83,94.0,11,"13,3%",97,66.0,-31,"-32,0%",591,646.0,55,"9,3%",365,293.0,-72,"-19,7%",1.619,1.551,-68,"-4,2%"
,PA,150375,Jacareacanga,37,47.0,10,"27,0%",103,91.0,-12,"-11,7%",9,16.0,7,"77,8%",157,145.0,-12,"-7,6%",160,190.0,30,"18,8%",466,489.0,23,"4,9%"
,PA,150380,Jacundá,174,186.0,12,"6,9%",584,613.0,29,"5,0%",91,63.0,-28,"-30,8%",1.023,1.053,30,"2,9%",407,450.0,43,"10,6%",2.279,2.365,86,"3,8%"
,PA,150390,Juruti,41,40.0,-1,"-2,4%",756,904.0,148,"19,6%",984,1.001,17,"1,7%",694,644.0,-50,"-7,2%",986,1.107,121,"12,3%",3.461,3.696,235,"6,8%"
,PA,150400,Limoeiro do Ajuru,0,0.0,0,#DIV/0!,5,6.0,1,"20,0%",100,1.0,-99,"-99,0%",24,24.0,0,"0,0%",16,13.0,-3,"-18,8%",145,44.0,-101,"-69,7%"
,PA,150405,Mãe do Rio,355,399.0,44,"12,4%",169,170.0,1,"0,6%",6,5.0,-1,"-16,7%",833,907.0,74,"8,9%",326,360.0,34,"10,4%",1.689,1.841,152,"9,0%"
,PA,150410,Magalhães Barata,13,11.0,-2,"-15,4%",11,10.0,-1,"-9,1%",0,3.0,3,#DIV/0!,16,22.0,6,"37,5%",7,8.0,1,"14,3%",47,54.0,7,"14,9%"
,PA,150420,Marabá,1.211,1.201,-10,"-0,8%",10.102,11.378,1.276,"12,6%",6.717,6.418,-299,"-4,5%",15.489,15.762,273,"1,8%",17.979,20.328,2.349,"13,1%",51.498,55.087,3.589,"7,0%"
,PA,150430,Maracanã,163,183.0,20,"12,3%",4,4.0,0,"0,0%",16,14.0,-2,"-12,5%",55,60.0,5,"9,1%",191,263.0,72,"37,7%",429,524.0,95,"22,1%"
,PA,150440,Marapanim,38,49.0,11,"28,9%",23,19.0,-4,"-17,4%",25,2.0,-23,"-92,0%",188,205.0,17,"9,0%",55,57.0,2,"3,6%",329,332.0,3,"0,9%"
,PA,150442,Marituba,12,14.0,2,"16,7%",1.698,1.975,277,"16,3%",649,845.0,196,"30,2%",3.812,4.113,301,"7,9%",7.094,7.252,158,"2,2%",13.265,14.199,934,"7,0%"
,PA,150445,Medicilândia,128,119.0,-9,"-7,0%",94,99.0,5,"5,3%",59,25.0,-34,"-57,6%",381,410.0,29,"7,6%",134,132.0,-2,"-1,5%",796,785.0,-11,"-1,4%"
,PA,150450,Melgaço,1,0.0,-1,"-100,0%",3,1.0,-2,"-66,7%",6,3.0,-3,"-50,0%",55,55.0,0,"0,0%",74,74.0,0,"0,0%",139,133.0,-6,"-4,3%"
,PA,150460,Mocajuba,58,60.0,2,"3,4%",175,51.0,-124,"-70,9%",88,47.0,-41,"-46,6%",180,158.0,-22,"-12,2%",84,81.0,-3,"-3,6%",585,397.0,-188,"-32,1%"
,PA,150470,Moju,3.860,3.428,-432,"-11,2%",1.484,1.773,289,"19,5%",91,54.0,-37,"-40,7%",846,1.043,197,"23,3%",516,525.0,9,"1,7%",6.797,6.823,26,"0,4%"
,PA,150475,Mojuí dos Campos,152,146.0,-6,"-3,9%",127,137.0,10,"7,9%",7,6.0,-1,"-14,3%",84,89.0,5,"6,0%",138,171.0,33,"23,9%",508,549.0,41,"8,1%"
,PA,150480,Monte Alegre,141,169.0,28,"19,9%",101,97.0,-4,"-4,0%",84,74.0,-10,"-11,9%",598,634.0,36,"6,0%",251,270.0,19,"7,6%",1.175,1.244,69,"5,9%"
,PA,150490,Muaná,36,35.0,-1,"-2,8%",12,12.0,0,"0,0%",22,74.0,52,"236,4%",52,52.0,0,"0,0%",40,39.0,-1,"-2,5%",162,212.0,50,"30,9%"
,PA,150495,Nova Esperança do Piriá,105,114.0,9,"8,6%",1,1.0,0,"0,0%",0,0.0,0,#DIV/0!,119,133.0,14,"11,8%",45,47.0,2,"4,4%",270,295.0,25,"9,3%"
,PA,150497,Nova Ipixuna,108,152.0,44,"40,7%",174,175.0,1,"0,6%",1,0.0,-1,"-100,0%",165,172.0,7,"4,2%",42,22.0,-20,"-47,6%",490,521.0,31,"6,3%"
,PA,150500,Nova Timboteua,152,147.0,-5,"-3,3%",5,7.0,2,"40,0%",2,5.0,3,"150,0%",108,113.0,5,"4,6%",210,190.0,-20,"-9,5%",477,462.0,-15,"-3,1%"
,PA,150503,Novo Progresso,504,539.0,35,"6,9%",682,709.0,27,"4,0%",223,613.0,390,"174,9%",1.586,1.735,149,"9,4%",1.058,1.186,128,"12,1%",4.053,4.782,729,"18,0%"
,PA,150506,Novo Repartimento,519,514.0,-5,"-1,0%",125,128.0,3,"2,4%",26,24.0,-2,"-7,7%",1.286,1.225,-61,"-4,7%",455,525.0,70,"15,4%",2.411,2.416,5,"0,2%"
,PA,150510,Óbidos,61,62.0,1,"1,6%",343,339.0,-4,"-1,2%",70,200.0,130,"185,7%",622,684.0,62,"10,0%",432,455.0,23,"5,3%",1.528,1.74,212,"13,9%"
,PA,150520,Oeiras do Pará,0,1.0,1,#DIV/0!,6,6.0,0,"0,0%",0,0.0,0,#DIV/0!,54,60.0,6,"11,1%",32,30.0,-2,"-6,3%",92,97.0,5,"5,4%"
,PA,150530,Oriximiná,91,94.0,3,"3,3%",1.999,2.021,22,"1,1%",2.849,2.967,118,"4,1%",1.070,1.042,-28,"-2,6%",1.195,1.395,200,"16,7%",7.204,7.519,315,"4,4%"
,PA,150540,Ourém,48,47.0,-1,"-2,1%",117,158.0,41,"35,0%",0,0.0,0,#DIV/0!,156,120.0,-36,"-23,1%",21,20.0,-1,"-4,8%",342,345.0,3,"0,9%"
,PA,150543,Ourilândia do Norte,184,174.0,-10,"-5,4%",1.311,1.459,148,"11,3%",515,923.0,408,"79,2%",650,666.0,16,"2,5%",1.454,1.893,439,"30,2%",4.114,5.115,1.001,"24,3%"
,PA,150548,Pacajá,332,318.0,-14,"-4,2%",59,51.0,-8,"-13,6%",128,99.0,-29,"-22,7%",674,694.0,20,"3,0%",325,337.0,12,"3,7%",1.518,1.499,-19,"-1,3%"
,PA,150549,Palestina do Pará,142,128.0,-14,"-9,9%",61,41.0,-20,"-32,8%",0,0.0,0,#DIV/0!,28,54.0,26,"92,9%",9,9.0,0,"0,0%",240,232.0,-8,"-3,3%"
,PA,150550,Paragominas,3.941,3.957,16,"0,4%",4.900,4.947,47,"1,0%",2.157,2.345,188,"8,7%",5.981,6.103,122,"2,0%",5.227,5.719,492,"9,4%",22.206,23.071,865,"3,9%"
,PA,150553,Parauapebas,254,239.0,-15,"-5,9%",14.911,14.383,-528,"-3,5%",13.436,14.006,570,"4,2%",12.788,13.36,572,"4,5%",27.770,26.712,-1.058,"-3,8%",69.159,68.7,-459,"-0,7%"
,PA,150555,Pau D'Arco,270,255.0,-15,"-5,6%",90,84.0,-6,"-6,7%",3,2.0,-1,"-33,3%",36,41.0,5,"13,9%",33,47.0,14,"42,4%",432,429.0,-3,"-0,7%"
,PA,150560,Peixe-Boi,74,189.0,115,"155,4%",212,158.0,-54,"-25,5%",4,0.0,-4,"-100,0%",17,20.0,3,"17,6%",12,9.0,-3,"-25,0%",319,376.0,57,"17,9%"
,PA,150563,Piçarra,578,600.0,22,"3,8%",69,76.0,7,"10,1%",2,10.0,8,"400,0%",140,134.0,-6,"-4,3%",52,58.0,6,"11,5%",841,878.0,37,"4,4%"
,PA,150565,Placas,29,31.0,2,"6,9%",41,38.0,-3,"-7,3%",0,0.0,0,#DIV/0!,164,167.0,3,"1,8%",57,71.0,14,"24,6%",291,307.0,16,"5,5%"
,PA,150570,Ponta de Pedras,85,80.0,-5,"-5,9%",5,5.0,0,"0,0%",8,5.0,-3,"-37,5%",123,116.0,-7,"-5,7%",17,19.0,2,"11,8%",238,225.0,-13,"-5,5%"
,PA,150580,Portel,251,253.0,2,"0,8%",171,113.0,-58,"-33,9%",120,132.0,12,"10,0%",377,417.0,40,"10,6%",283,323.0,40,"14,1%",1.202,1.238,36,"3,0%"
,PA,150590,Porto de Moz,19,20.0,1,"5,3%",7,9.0,2,"28,6%",31,45.0,14,"45,2%",121,116.0,-5,"-4,1%",64,70.0,6,"9,4%",242,260.0,18,"7,4%"
,PA,150600,Prainha,92,100.0,8,"8,7%",39,58.0,19,"48,7%",17,15.0,-2,"-11,8%",77,80.0,3,"3,9%",38,37.0,-1,"-2,6%",263,290.0,27,"10,3%"
,PA,150610,Primavera,9,11.0,2,"22,2%",188,190.0,2,"1,1%",23,6.0,-17,"-73,9%",57,59.0,2,"3,5%",87,93.0,6,"6,9%",364,359.0,-5,"-1,4%"
,PA,150611,Quatipuru,0,0.0,0,#DIV/0!,3,5.0,2,"66,7%",3,1.0,-2,"-66,7%",37,31.0,-6,"-16,2%",10,13.0,3,"30,0%",53,50.0,-3,"-5,7%"
